11/1/2017 23:58:00	6783.69
11/2/2017 23:58:00	7039.98
11/3/2017 23:58:00	7170.01
11/4/2017 23:58:00	7412.55
11/5/2017 23:58:00	7392
11/6/2017 23:58:00	6969.76
11/7/2017 23:58:00	7126.63
11/8/2017 23:58:00	7467.96
11/9/2017 23:58:00	7156
11/10/2017 23:58:00	6577.62
11/11/2017 23:58:00	6346.7
11/12/2017 23:58:00	5886.35
11/13/2017 23:58:00	6535.87
11/14/2017 23:58:00	6605
11/15/2017 23:58:00	7294
11/16/2017 23:58:00	7838.53
11/17/2017 23:58:00	7714.71
11/18/2017 23:58:00	7777.01
11/19/2017 23:58:00	8031.82
11/20/2017 23:58:00	8256.01
11/21/2017 23:58:00	8109
11/22/2017 23:58:00	8250
11/23/2017 23:58:00	8031.16
11/24/2017 23:58:00	8215.01
11/25/2017 23:58:00	8795.5
11/26/2017 23:58:00	9401.11
11/27/2017 23:58:00	9768.71
11/28/2017 23:58:00	9949
11/29/2017 23:58:00	9935.98
11/30/2017 23:58:00	9903
12/1/2017 23:58:00	10869.84
12/2/2017 23:58:00	10930.24
12/3/2017 23:58:00	11290
12/4/2017 23:58:00	11643.98
12/5/2017 23:58:00	11718.35
12/6/2017 23:58:00	14090
12/7/2017 23:58:00	17390.01
12/8/2017 23:58:00	16367.03
12/9/2017 23:58:00	15309.98
12/10/2017 23:58:00	15290.01
12/11/2017 23:58:00	16885.76
12/12/2017 23:58:00	17730.12
12/13/2017 23:58:00	16689.61
12/14/2017 23:58:00	16749.78
12/15/2017 23:58:00	17738.67
12/16/2017 23:58:00	19650.01
12/17/2017 23:58:00	19378.99
12/18/2017 23:58:00	19039.01
12/19/2017 23:58:00	17838.73
12/20/2017 23:58:00	16496.89
12/21/2017 23:58:00	15758.8
12/22/2017 23:58:00	14210.57
12/23/2017 23:58:00	15075.89
12/24/2017 23:58:00	14221.94
12/25/2017 23:58:00	14171.98
12/26/2017 23:58:00	15790.88
12/27/2017 23:58:00	15367.08
12/28/2017 23:58:00	14450.01
12/29/2017 23:58:00	14565.05
12/30/2017 23:58:00	12839.99
12/31/2017 23:58:00	13863.13
1/1/2018 23:58:00	13480.01
1/2/2018 23:58:00	14781.51
1/3/2018 23:58:00	15098.14
1/4/2018 23:58:00	15144.99
1/5/2018 23:58:00	16960.01
1/6/2018 23:58:00	17098.99
1/7/2018 23:58:00	16174.22
1/8/2018 23:58:00	14993.74
1/9/2018 23:58:00	14480.99
1/10/2018 23:58:00	14875.18
1/11/2018 23:58:00	13308.06
1/12/2018 23:58:00	13820
1/13/2018 23:58:00	14187.95
1/14/2018 23:58:00	13656.23
1/15/2018 23:58:00	13590
1/16/2018 23:58:00	11570.01
1/17/2018 23:58:00	11200.01
1/18/2018 23:58:00	11305.53
1/19/2018 23:58:00	11498.99
